Plate,Metadata_ASSAY_WELL_ROLE,Mode,Image_Metadata_Well,Count
SQ00015224,mock,predict,"{'H08', 'C15', 'G05', 'J06', 'H06', 'L23', 'L14', 'J02', 'L02', 'F22', 'F14', 'P18', 'N13', 'K15', 'P02', 'F24', 'J20', 'I04', 'F06', 'B16', 'G21', 'E22', 'L05', 'O03', 'J11', 'C14', 'I20', 'I12', 'L01', 'F15', 'N02', 'D05', 'N15', 'M07', 'E11', 'O07', 'C10', 'G01', 'G13', 'P22', 'J24', 'B20', 'M15', 'A14', 'H04', 'J12', 'P09', 'H01', 'F17', 'H13', 'O10', 'M24', 'J23', 'K22', 'H10', 'K21', 'G12', 'M02', 'O19', 'D04', 'H03', 'F18', 'J19', 'I06', 'E02', 'F23', 'C04', 'B10', 'N04', 'I01', 'B14', 'P04', 'A12', 'M09', 'C24', 'O21', 'A24', 'E03', 'I03', 'G10', 'L09', 'D16', 'J10', 'I13', 'P06', 'B22', 'P23', 'D10', 'D09', 'O09', 'B24', 'A15', 'P19', 'A09', 'N08', 'E01', 'A20', 'H11', 'M11', 'H23', 'H22', 'N01', 'I17', 'I05', 'I16', 'E17', 'P15', 'C07', 'N09', 'M21', 'M05', 'I02', 'N18', 'P03', 'J08', 'E04', 'B11', 'L07', 'K17', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'P14', 'E09', 'B12', 'D02', 'N16', 'D21', 'G07', 'P13', 'O13', 'H12', 'B17', 'D20', 'P07', 'D23', 'O14', 'L18', 'K06', 'E05', 'F20', 'G11', 'M03', 'A13', 'H20', 'L17', 'B19', 'N07', 'O06', 'I08', 'N03', 'G18', 'P17', 'J22', 'C21', 'P24', 'H24', 'L16', 'N10', 'K20', 'E15', 'I21', 'A19', 'J07', 'K04', 'M12', 'O02', 'N14', 'O05', 'C03', 'O01', 'O20', 'I18', 'N17', 'D19', 'J09', 'A17', 'C17', 'P21', 'K01', 'G19', 'P10', 'C13', 'B23', 'I11', 'M01', 'D14', 'A22', 'D22', 'E14', 'O23', 'C20', 'E20', 'L20', 'D18', 'O12', 'F21', 'B09', 'C08', 'K11', 'G03', 'D08', 'A16', 'F16', 'G23', 'E07', 'L10', 'I22', 'I23', 'E21', 'K13', 'N23', 'K16', 'B21', 'G14', 'L19', 'H18', 'C11', 'M08', 'C18', 'H09', 'A23', 'I10', 'A21', 'D12', 'F01', 'O15', 'D06', 'G16', 'G08', 'L15', 'K09', 'H21', 'C22', 'D24', 'L22', 'M19', 'M13', 'J05', 'C23', 'M06', 'L12', 'H07', 'H14', 'P20', 'K23', 'J03', 'C02', 'C05', 'H15', 'G15', 'F19', 'L24', 'K07', 'K10', 'H05', 'D01', 'G06', 'N05', 'O22', 'C01', 'E13', 'O24', 'M20', 'P12', 'O16', 'F13', 'F03', 'H16', 'B07', 'B18', 'O11', 'O08', 'A08', 'L04', 'M14', 'H17', 'O18', 'A11', 'F02', 'G09', 'B13', 'O04', 'N11', 'G22', 'P05', 'E18', 'E23', 'N19', 'N22', 'E12', 'K24', 'D13', 'C19', 'D11', 'I24', 'K14', 'I19', 'O17', 'A10', 'C16', 'M04', 'C12', 'N06', 'C09', 'G24', 'N21', 'L11', 'N20', 'M23', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'K12', 'E10', 'N24', 'P08', 'M17', 'A07', 'K19', 'E06', 'N12', 'M10', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'P16', 'E19', 'D15', 'F05', 'F04', 'M18', 'E08', 'H02', 'I14', 'H19', 'L21', 'L13', 'G17', 'K05', 'K02', 'G02', 'P11'}",473607
SQ00015214,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'J17', 'B04', 'A05', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J16', 'J13'}",41686
SQ00015214,mock,train,"{'E14', 'O19', 'K07', 'C06', 'D22'}",6079
SQ00015214,mock,predict,"{'H08', 'C15', 'G05', 'J06', 'H06', 'L23', 'L14', 'J02', 'L02', 'F22', 'F14', 'P18', 'N13', 'K15', 'P02', 'F24', 'J20', 'I04', 'F06', 'B16', 'G21', 'E22', 'L05', 'O03', 'J11', 'C14', 'I20', 'I12', 'L01', 'F15', 'N02', 'D05', 'N15', 'M07', 'E11', 'O07', 'C10', 'G01', 'G13', 'P22', 'J24', 'B20', 'M15', 'A14', 'H04', 'J12', 'P09', 'H01', 'F17', 'H13', 'O10', 'M24', 'J23', 'K22', 'H10', 'K21', 'G12', 'M02', 'D04', 'H03', 'F18', 'J19', 'I06', 'E02', 'F23', 'C04', 'B10', 'N04', 'I01', 'B14', 'P04', 'A12', 'M09', 'C24', 'O21', 'A24', 'E03', 'I03', 'G10', 'L09', 'D16', 'J10', 'I13', 'P06', 'B22', 'P23', 'D10', 'D09', 'O09', 'B24', 'A15', 'P19', 'A09', 'N08', 'E01', 'A20', 'H11', 'J01', 'M11', 'H23', 'H22', 'I15', 'N01', 'I17', 'I05', 'I16', 'E17', 'P15', 'C07', 'N09', 'M21', 'M05', 'I02', 'N18', 'P03', 'J08', 'E04', 'B11', 'L07', 'K17', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'P14', 'E09', 'B12', 'D02', 'N16', 'D21', 'G07', 'P13', 'O13', 'H12', 'B17', 'D20', 'P07', 'D23', 'O14', 'L18', 'K06', 'E05', 'F20', 'G11', 'M03', 'A13', 'H20', 'L17', 'B19', 'N07', 'O06', 'I08', 'N03', 'G18', 'P17', 'J22', 'C21', 'P24', 'H24', 'L16', 'N10', 'K20', 'E15', 'I21', 'A19', 'J07', 'K04', 'M12', 'O02', 'N14', 'O05', 'C03', 'O01', 'O20', 'L03', 'I18', 'N17', 'D19', 'J09', 'A17', 'C17', 'P21', 'K01', 'G19', 'P10', 'C13', 'B23', 'I11', 'M01', 'D14', 'A22', 'O23', 'A18', 'C20', 'E20', 'L20', 'D18', 'O12', 'F21', 'B09', 'C08', 'K11', 'G03', 'D08', 'A16', 'F16', 'G23', 'E07', 'L10', 'I22', 'I23', 'E21', 'K13', 'N23', 'K16', 'B21', 'G14', 'L19', 'H18', 'C11', 'M08', 'C18', 'H09', 'A23', 'I10', 'A21', 'D12', 'F01', 'O15', 'D06', 'G16', 'G08', 'L15', 'K09', 'H21', 'C22', 'D24', 'L22', 'M19', 'M13', 'J05', 'C23', 'M06', 'L12', 'H07', 'H14', 'P20', 'K23', 'J03', 'C02', 'C05', 'H15', 'G15', 'F19', 'L24', 'K10', 'H05', 'D01', 'G06', 'N05', 'O22', 'C01', 'E13', 'O24', 'L06', 'M20', 'P12', 'O16', 'F13', 'F03', 'H16', 'B07', 'B18', 'O11', 'O08', 'A08', 'L04', 'M14', 'H17', 'O18', 'A11', 'F02', 'G09', 'B13', 'O04', 'N11', 'G22', 'P05', 'E18', 'E23', 'N19', 'N22', 'E12', 'K24', 'D13', 'C19', 'D11', 'I24', 'K14', 'I19', 'O17', 'A10', 'C16', 'M04', 'C12', 'N06', 'C09', 'G24', 'N21', 'L11', 'N20', 'M23', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'K12', 'E10', 'N24', 'P08', 'M17', 'A07', 'K19', 'E06', 'N12', 'M10', 'D07', 'B15', 'M16', 'E16', 'J04', 'K03', 'P01', 'P16', 'E19', 'D15', 'F05', 'F04', 'M18', 'E08', 'H02', 'I14', 'H19', 'L21', 'L13', 'G17', 'K05', 'K02', 'G02', 'P11'}",472179
SQ00015232,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'J17', 'B04', 'A05', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J16', 'J13'}",40414
SQ00015232,mock,train,"{'N12', 'E22', 'E02', 'N06', 'L12'}",8087
SQ00015232,mock,predict,"{'H08', 'C15', 'G05', 'J06', 'H06', 'L23', 'L14', 'J02', 'L02', 'F22', 'F14', 'P18', 'N13', 'K15', 'P02', 'F24', 'J20', 'I04', 'F06', 'B16', 'G21', 'L05', 'O03', 'J11', 'C14', 'I20', 'I12', 'L01', 'F15', 'N02', 'D05', 'N15', 'M07', 'E11', 'O07', 'C10', 'G01', 'G13', 'P22', 'J24', 'B20', 'M15', 'A14', 'H04', 'J12', 'P09', 'H01', 'F17', 'H13', 'O10', 'M24', 'J23', 'K22', 'H10', 'K21', 'G12', 'M02', 'O19', 'D04', 'H03', 'F18', 'J19', 'I06', 'F23', 'C04', 'B10', 'N04', 'I01', 'B14', 'P04', 'A12', 'M09', 'C24', 'O21', 'A24', 'E03', 'I03', 'G10', 'L09', 'D16', 'J10', 'I13', 'P06', 'B22', 'P23', 'D10', 'D09', 'O09', 'B24', 'A15', 'P19', 'A09', 'N08', 'E01', 'A20', 'H11', 'J01', 'M11', 'H23', 'H22', 'I15', 'N01', 'I17', 'I05', 'I16', 'E17', 'P15', 'C07', 'N09', 'M21', 'M05', 'I02', 'N18', 'P03', 'J08', 'E04', 'B11', 'L07', 'K17', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'P14', 'E09', 'B12', 'D02', 'N16', 'D21', 'G07', 'P13', 'O13', 'H12', 'B17', 'D20', 'P07', 'D23', 'O14', 'L18', 'K06', 'E05', 'F20', 'G11', 'M03', 'A13', 'H20', 'L17', 'B19', 'N07', 'O06', 'I08', 'N03', 'G18', 'P17', 'J22', 'C21', 'P24', 'H24', 'L16', 'N10', 'K20', 'E15', 'I21', 'A19', 'J07', 'K04', 'M12', 'O02', 'N14', 'O05', 'C03', 'O01', 'O20', 'L03', 'I18', 'N17', 'D19', 'J09', 'A17', 'C17', 'P21', 'K01', 'G19', 'P10', 'C13', 'B23', 'I11', 'M01', 'D14', 'A22', 'D22', 'E14', 'O23', 'A18', 'C20', 'E20', 'L20', 'D18', 'O12', 'F21', 'B09', 'C08', 'K11', 'G03', 'D08', 'A16', 'F16', 'G23', 'E07', 'L10', 'I22', 'I23', 'E21', 'K13', 'N23', 'K16', 'B21', 'G14', 'L19', 'H18', 'C11', 'M08', 'C18', 'H09', 'A23', 'I10', 'A21', 'D12', 'F01', 'O15', 'D06', 'G16', 'G08', 'L15', 'K09', 'H21', 'C22', 'D24', 'L22', 'M19', 'M13', 'J05', 'C23', 'M06', 'H07', 'H14', 'P20', 'K23', 'J03', 'C02', 'C05', 'H15', 'G15', 'F19', 'L24', 'K07', 'K10', 'H05', 'D01', 'G06', 'N05', 'O22', 'C01', 'E13', 'O24', 'L06', 'M20', 'P12', 'O16', 'F13', 'F03', 'H16', 'B07', 'B18', 'O11', 'O08', 'A08', 'L04', 'M14', 'H17', 'O18', 'A11', 'F02', 'G09', 'B13', 'O04', 'N11', 'G22', 'P05', 'E18', 'E23', 'N19', 'N22', 'E12', 'K24', 'D13', 'C19', 'D11', 'I24', 'K14', 'I19', 'O17', 'A10', 'C16', 'M04', 'C12', 'C09', 'G24', 'N21', 'L11', 'N20', 'M23', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'K12', 'E10', 'N24', 'P08', 'M17', 'A07', 'K19', 'E06', 'M10', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'P16', 'E19', 'D15', 'F05', 'F04', 'M18', 'E08', 'H02', 'I14', 'H19', 'L21', 'L13', 'G17', 'K05', 'K02', 'G02', 'P11'}",474435
SQ00015211,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",57587
SQ00015211,mock,train,"{'B08', 'N24', 'M02', 'N13', 'D23'}",9085
SQ00015211,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'C11', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",748380
SQ00015216,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",42974
SQ00015216,mock,train,"{'A08', 'N18', 'F05', 'P04', 'J23'}",4839
SQ00015216,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'C11', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",492961
SQ00015229,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",41631
SQ00015229,mock,train,"{'J20', 'I24', 'K13', 'H04', 'P02'}",8110
SQ00015229,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'C11', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",525507
SQ00015220,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",41069
SQ00015220,mock,train,"{'L07', 'M04', 'H01', 'L24', 'M21'}",8137
SQ00015220,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'C11', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",485219
SQ00015218,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",46793
SQ00015218,mock,train,"{'E06', 'H22', 'K15', 'G09', 'A19'}",7195
